"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000000003",709.222260488234,539.685579849204,767.116947475551,663.232965608391,997.2719822263,787.537465840826,877.938057341427,635.50792462626
"ENSG00000000419",458.100685543575,580.772753623732,522.725707571836,552.942539866771,496.078883466416,560.680730010652,454.218573091036,535.55220800458
"ENSG00000000457",340.387447288267,286.499752265627,308.883372656085,353.227444604918,271.053410553815,320.901775050911,359.45354705046,340.901601951835
"ENSG00000000460",94.1705906042468,89.947596641534,61.946390670039,98.3671364722557,100.579567438208,67.4826998988492,111.103823633779,77.8602424210981
"ENSG00000000971",3347.9606847114,4348.57763516355,5091.48416466074,6420.69127155269,5475.61984087329,7698.05309590809,5488.74673814324,8210.04691367336
"ENSG00000001036",2283.63682215298,1903.3355635011,2240.25303245072,2058.25781012402,1845.37935172644,1623.8922039489,2369.1256510144,1879.16747248758
"ENSG00000001084",657.232246925472,413.092666057415,587.217840324205,667.704199084402,781.622570685057,579.346157642248,810.404360622856,720.733325114219
"ENSG00000001167",417.881995806345,327.586926040155,450.596348572475,265.293186243356,630.753219527745,467.353591852669,450.950813572396,283.032502855073
"ENSG00000001460",187.360237556366,202.104476404434,243.542659209605,204.186328737864,218.206519187977,167.988848684369,188.440798908272,198.859267805237
"ENSG00000001461",2189.46623154874,2186.50392329852,4456.74580546636,4021.12930609312,2300.54451284511,2104.88591599389,2717.68666633606,3373.24239462217
"ENSG00000001497",545.404670582929,569.668112063049,525.271449654166,529.095961328042,567.677897574971,552.783818320361,563.143890379055,462.952792774097
"ENSG00000001561",72.5898302574402,58.854600271621,179.899107151346,238.465785387287,18.7521227427167,26.5623393218875,145.959925165944,186.233282547762
"ENSG00000001617",549.32844519144,413.092666057415,792.574368298854,649.819265180356,601.772666198092,520.478270496444,632.856093443386,674.438045836809
"ENSG00000001626",15.6950984340411,9.99417740461489,11.8801297175417,11.9232892693643,6.81895372462427,5.02530743927601,7.62477221016128,8.41732350498358
"ENSG00000001629",1462.58698532221,1336.99884390626,2068.83973224048,1551.51801617603,2419.02383381046,1957.71619812938,1979.17301512329,1838.13302040079
"ENSG00000001630",994.676863257357,896.144573947135,963.139087814989,1026.893288324,1171.15530220422,950.501007085919,1031.52275471753,802.802229287809
"ENSG00000001631",680.774894576534,805.086513149533,892.706890203849,707.945300368507,969.143798112224,896.658427379391,937.846981849837,899.60144959512
"ENSG00000002016",251.121574944658,224.313759525801,223.176722550962,162.454816295089,262.529718398034,194.551188006257,193.887064772673,117.84252906977
"ENSG00000002079",0.980943652127571,0,5.94006485877086,10.4328781106938,0.852369215578034,0,0,6.31299262873768
"ENSG00000002330",745.517175616954,725.133093912614,675.470232511658,642.367209387003,655.471926779508,686.313415992552,669.890701321312,709.159505294866
"ENSG00000002549",1432.17773210625,1414.73133483104,1086.18328846096,1460.60293549713,1217.18323984543,1270.68488107408,902.990880317672,1055.32193443732
"ENSG00000002586",7174.62187166105,7847.65019093483,8179.46931052747,9271.84781808944,9693.99508876898,9317.63789348047,7499.50809528006,7953.31854677136
"ENSG00000002587",1.96188730425514,3.33139246820496,0.848580694110123,1.49041115867054,0.852369215578034,2.87160425101486,3.26775951864055,1.05216543812295
"ENSG00000002726",0.980943652127571,0,3.39432277644049,2.98082231734108,0,0.717901062753715,0,4.20866175249179
"ENSG00000002745",4.90471826063785,5.55232078034161,23.7602594350834,13.4137004280349,1.70473843115607,1.43580212550743,4.35701269152073,3.15649631436884
"ENSG00000002746",168.722308165942,177.674264970931,88.2523921874527,128.175359645667,110.807998025144,82.5586222166773,102.389798250737,150.459657651581
"ENSG00000002822",383.54896798188,339.802031756906,352.160988055701,275.72606435405,361.404547405086,408.485704706864,338.757736765737,349.318925456818
"ENSG00000002834",7432.6100521706,8485.05661651804,7743.29883375487,10887.4535140883,6697.91729601219,10196.348794291,7620.41519746976,9810.39054505836
"ENSG00000002919",225.617039989341,249.854435115372,231.662529492063,308.515109844802,210.535196247774,251.2653719638,217.850634576037,316.701796875007
"ENSG00000002933",1271.30297315733,1712.33572865735,504.056932301413,645.348031704344,30.6852917608092,20.101229757104,75.1584689287326,112.581701879155
"ENSG00000003056",1916.76389625727,1848.92281985375,1663.21816045584,1950.94820669974,1786.56587585156,1679.17058578094,2003.13658492666,1854.96766741076
"ENSG00000003096",631.727711970155,366.453171502546,500.662609524972,265.293186243356,473.064914645809,221.113527328144,583.839700663778,270.406517597597
"ENSG00000003137",137.33211129786,61.0755285837577,199.416463115879,111.780836900291,26.423445682919,27.9981414473949,208.047356020115,79.964573297344
"ENSG00000003147",8.82849286914814,4.44185662427329,7.6372262469911,11.9232892693643,6.81895372462427,11.4864170040594,10.8925317288018,12.6259852574754
"ENSG00000003249",83.3802104308435,81.0638833929874,187.536333398337,125.194537328325,91.2035060668496,83.276523279431,188.440798908272,137.833672394106
"ENSG00000003393",882.849286914814,808.417905617738,742.508107346357,766.071335556658,834.469462050895,1145.05219509218,921.508184256635,785.967582277841
"ENSG00000003400",99.0753088648846,78.8429550808508,102.678263987325,155.002760501736,82.6798139110693,48.0993712044989,118.72859584394,77.8602424210981
"ENSG00000003402",2025.64864164343,4050.97324133724,1985.67882421769,4457.81977558359,2410.50014165468,4955.6710361889,1899.65753350304,5164.02797030742
"ENSG00000003436",4576.10213717512,4562.89721728473,5854.35820866574,4848.30749915527,7788.94989195207,4558.67174848609,4262.24766548016,3975.08102522849
"ENSG00000003509",300.168757551037,276.505574861012,321.612083067736,302.55346521012,349.471378386994,291.467831478008,281.027318603087,299.86714986504
"ENSG00000003756",3036.02060333483,2679.55000859286,3343.40793479388,2627.59487273616,3154.6184668543,2796.22463942572,3050.99813723739,2974.47169357357
"ENSG00000003987",24.5235913031893,31.092996369913,28.8517435997442,52.1643905534689,19.6044919582948,35.8950531376858,16.3387975932027,33.6692940199343
"ENSG00000003989",59.8375627797818,56.6336719594844,11.0315490234316,4.47123347601162,37.5042454854335,74.6617105263864,18.5173039389631,53.6604373442703
"ENSG00000004059",1558.71946323071,2102.10864743733,1288.99407435328,1693.10707624973,1489.08901961483,1827.05820470821,1520.59742934074,1994.90567068111
"ENSG00000004139",305.073475811674,393.104311248186,276.6373062799,250.389074656651,315.376609763873,245.522163461771,388.863382718225,326.171285818114
"ENSG00000004142",1472.39642184348,1743.42872502726,1373.00356307018,1462.0933466558,1488.23665039925,1649.73664220804,1229.76683218173,1326.78061747304
"ENSG00000004399",4028.73557928793,4570.67046637721,3273.82431787685,3076.208631496,4700.81622391286,4042.50088436617,2908.30597159009,2694.59568703287
"ENSG00000004455",1323.29298672009,1219.28964336302,1314.45149517658,1092.47137930551,1336.51493002636,1526.2576594144,1132.82329979539,950.105390625021
"ENSG00000004468",7.84754921702056,8.88371324854657,1.69716138822025,4.47123347601162,6.81895372462427,8.61481275304459,4.35701269152073,2.10433087624589
"ENSG00000004478",541.480895974419,708.476131571589,616.918164618059,590.202818833534,741.561217552889,653.289967105881,552.251358650253,495.569921355908
"ENSG00000004487",1319.36921211158,1130.45251087755,1446.83008345776,1174.44399303239,1530.85511117815,1079.00529731883,1301.65754159182,1063.7392579423
"ENSG00000004534",1222.25579055095,1112.68508438046,1768.4421665255,1386.0823775636,1461.81320471633,1155.10280997073,1316.90708601214,1025.86130216987
"ENSG00000004660",96.1324779085019,64.4069210519626,50.0662609524972,56.6356240294806,74.1561217552889,58.1499860830509,169.923494969309,69.4429189161145
"ENSG00000004700",1349.77846532754,1796.73100451854,1454.46730970475,1679.6933758217,1102.1133957424,1580.81814018368,1282.05098447998,1836.02868952454
"ENSG00000004766",556.195050756333,425.307771774167,452.293509960695,544.000072914748,543.811559538786,473.814701417452,505.413472216405,460.848461897851
"ENSG00000004776",13904.8762689083,14277.2376545704,11837.7006828362,12337.6235714747,9593.41552133077,7395.81674848878,17422.6045002185,13393.013861867
"ENSG00000004777",202.07439233828,117.709200543242,86.5552307992325,92.4054918375736,66.4847988150866,46.6635690789915,129.621127572742,93.6427239929423
"ENSG00000004779",323.711405202098,377.557813063229,412.41021733752,394.958957047693,350.323747602572,406.332001518603,322.418939172534,343.005932828081
"ENSG00000004799",80.4373794744608,927.237570317048,107.769748151986,1684.16460929771,192.635442720636,343.87460905903,704.746802853478,3443.73747897641
"ENSG00000004809",1.96188730425514,2.22092831213664,2.54574208233037,2.98082231734108,0.852369215578034,0.717901062753715,0,0
"ENSG00000004838",18.6379293904238,8.88371324854657,23.7602594350834,11.9232892693643,21.3092303894508,10.7685159413057,21.7850634576037,13.6781506955983
"ENSG00000004846",32.3711405202098,9.99417740461489,63.6435520582592,17.8849339040465,7.6713229402023,9.3327138157983,28.3205824948848,7.36515806686063
"ENSG00000004864",138.313054949987,156.575446005633,88.2523921874527,163.94522745376,192.635442720636,178.039463562921,178.63752035235,122.051190822262
"ENSG00000004866",512.052586410592,429.74962839844,913.921407556602,429.238413697116,511.42152934682,422.125824899185,596.91073873834,375.623061409892
"ENSG00000004897",1630.32834983602,1518.0045013454,1793.8995873488,1551.51801617603,1687.69104684451,1559.99900936382,1985.70853416057,1712.92533326416
"ENSG00000004939",8.82849286914814,7.77324909247825,10.1829683293215,4.47123347601162,14.4902766648266,8.61481275304459,8.71402538304146,6.31299262873768
"ENSG00000004961",435.538981544641,383.110133843571,459.082155513576,430.728824855786,554.8923593413,409.203605769618,393.220395409746,421.918340687302
"ENSG00000004975",1304.65505732967,1059.38280488918,972.4734754502,770.54256903267,1133.65105671878,742.309698887342,1081.62840067002,960.627045006251
"ENSG00000005007",2244.39907606788,2536.30013246005,2134.18044568696,2301.19482898732,1898.22624309228,2381.99572621683,2169.79232037732,2624.10060267863
"ENSG00000005020",864.21135752439,788.429550808508,662.741522100006,743.7151681766,640.981650114681,665.494285172694,766.834233707649,890.131960652013
"ENSG00000005022",1550.87191401369,1391.41158755361,1319.54297934124,1250.45496212458,1254.68748533087,1194.58736842218,1214.5172877614,1226.82490085136
"ENSG00000005059",196.188730425514,228.755616150074,205.35652797465,307.024698686132,165.359627822139,137.837004048713,227.653913131958,257.780532340122
"ENSG00000005075",618.975444492497,769.551660155347,610.129519065178,563.375417977465,622.229527371965,693.492426620089,523.930776155368,515.561064680244
"ENSG00000005100",431.615206936131,485.272836201856,470.113704537008,532.076783645383,451.755684256358,547.040609818331,437.879775497834,662.864226017457
"ENSG00000005108",9.80943652127571,13.3255698728199,5.09148416466074,7.45205579335271,6.81895372462427,12.9222191295669,13.0710380745622,31.5649631436884
"ENSG00000005156",362.949151287201,188.778906531615,313.974856820745,265.293186243356,342.65242466237,317.312269737142,269.045533701405,213.589583938958
"ENSG00000005175",327.635179810609,384.220597999639,269.848660727019,177.358927881794,508.012052484508,343.87460905903,381.238610508064,387.196881229245
"ENSG00000005187",23.5426476510617,28.8720680577763,29.7003242938543,35.769867808093,28.1281841140751,18.6654276315966,37.0346078779262,12.6259852574754
"ENSG00000005189",76.5136048659505,67.7383135201676,75.5236817758009,83.4630248855503,97.1700905758959,45.9456680162378,113.282329979539,72.5994152304833
"ENSG00000005194",429.653319631876,414.203130213484,526.120030348276,467.98910382255,444.936730531734,531.246786437749,352.918028013179,502.935079422769
"ENSG00000005206",733.745851791423,728.464486380819,650.861392382464,561.885006818794,636.719804036791,782.51215840155,635.034599789147,770.185100705997
"ENSG00000005238",785.735865354184,704.034274947316,723.839332075935,608.087752737581,844.697892637832,656.161571356896,669.890701321312,653.39473707435
"ENSG00000005243",1148.68501664139,1053.83048410884,1048.84573792011,1111.84672436822,793.555739703149,718.618963816469,1129.55554027675,946.948894310652
"ENSG00000005249",222.674209032959,274.284646548875,236.754013656724,488.854860043938,242.072857224162,276.39190916018,230.921672650599,438.752987697269
"ENSG00000005302",432.596150588259,607.423893369372,414.10737872574,503.758971630643,493.521775819682,495.351733300064,415.00545886735,397.718535610474
"ENSG00000005339",2609.31011465934,1991.0622318305,2749.4014489168,2518.79485815322,2736.10518200549,2998.67273912227,2700.25861556997,2529.40571324756
"ENSG00000005379",208.940997903173,142.139411976745,101.829683293215,199.715095261853,127.855382336705,198.140693320025,171.012748142189,122.051190822262
"ENSG00000005381",2.94283095638271,33.3139246820496,5.94006485877086,1.49041115867054,0,1.43580212550743,8.71402538304146,3.15649631436884
"ENSG00000005436",307.03536311593,336.470639288701,247.785562680156,356.208266922259,292.362640943266,295.057336791777,297.36611619629,291.449826360056
"ENSG00000005448",236.407420162745,237.639329398621,226.571045327403,235.484963069946,198.602027229682,301.518446356561,186.262292562511,251.467539711384
"ENSG00000005469",493.414657020168,439.743805803055,291.911758773882,284.668531306073,536.140236598583,343.87460905903,528.287788846889,459.796296459728
"ENSG00000005471",65.7232246925472,16.6569623410248,51.7634223407175,23.8465785387287,15.3426458804046,12.2043180668132,53.373405471129,27.3563013911966
"ENSG00000005483",1827.49802391366,1735.65547593479,1630.12351338555,1649.88515264829,2123.25171600488,2058.94024797766,1856.08740658783,2059.08776240661
"ENSG00000005486",726.87924622653,688.487776762359,951.258958097447,837.611071172844,948.686936938352,1059.62196862448,980.327855592165,658.655564264965
"ENSG00000005513",9.80943652127571,2.22092831213664,4.24290347055061,0,3.40947686231214,2.15370318826115,3.26775951864055,8.41732350498358
"ENSG00000005700",532.652403105271,478.610051265446,670.378748346997,585.731585357523,560.006574634768,595.857882085584,625.231321233225,587.108314472604
"ENSG00000005801",205.99816694679,235.418401086484,252.877046844817,239.956196545957,273.610518200549,201.730198633794,224.386153613318,132.572845203491
"ENSG00000005810",3066.42985655079,2917.18933799148,2680.66641269388,3141.7867224775,2910.84087119899,2827.81228618689,3041.19485868147,2317.92046018485
"ENSG00000005812",1464.54887262646,1620.16720370368,1249.1107817301,2025.46876463327,1016.02410496902,1378.37004048713,1421.47539060864,1817.08971163833
"ENSG00000005844",4.90471826063785,0,0.848580694110123,4.47123347601162,7.6713229402023,1.43580212550743,3.26775951864055,3.15649631436884
"ENSG00000005882",935.820244129702,973.877064871918,1064.12019041409,1014.96999905464,1204.39770161176,892.351021002868,1249.37338929357,1196.31210314579
"ENSG00000005884",687.641500141427,882.819004074315,1342.45465808221,1648.39474148962,1186.49794808462,1828.49400683371,1364.83422561887,1413.05818339912
"ENSG00000005889",776.907372485036,648.5110671439,650.012811688354,602.126108102899,726.218571672485,923.938667764032,1031.52275471753,1041.64378374172
